Unnamed: 0,comments,Service
26,"Wave Côte d'Ivoire
je vous aime hein sérieux même je vais draguer que toute les go de chez Wave tellement vous êtes adorable vous avez réaliser mon rêve ce matin je regarde sur mon Wave je voir Ecobank je suis tellement heureux",WAVE
27,Au calme,WAVE
28,On vous aime fort mais accepté qu'on puisse recharger nos unités à partir de nos comptes Wave,WAVE
29,Grâce à wave j'ai pu certifier mon compte Facebook,WAVE
30,"J’ai une question pour vous vous Wave
Wave Côte d'Ivoire
pourquoi exiger une distanciation 200m aux pdv
Chaque pdv à son heure d’ouverture et de fermeture vous ne connaissez pas les réalité du terrain
Si X ferme à 19h
que Y est là jusqu’à 22h rien ne chevauche revoyez ce côté svp",WAVE
31,Plus pertinents,WAVE
32,On est ensemble,WAVE
33,On attend les puces,WAVE
34,"Merci à
Wave Côte d'Ivoire
pour la joie que vous nous procurez. Cependant afin de nous rendre encore plus heureux, permettez qu'on puisse faire les transactions via l'application sans connexion notamment scanner les codes QR.",WAVE
35,"Wave Côte d'Ivoire
est ce que vous êtes informé si oui dite nous svp",WAVE
36,Merci beaucoup pour ce que vous faites pour la population ivoirienne,WAVE
37,"Pour ma part, cela fait près d’un an que je n’ai presque jamais d’espèces sur moi lorsque je sors. Que ce soit à la boutique, chez le marchand ambulant, à la pharmacie, au restaurant, au Garbadrôme, chez la vendeuse d’alloco, ou même à l’hôpital et dans les supermarchés, tous mes achats sont réglés via Wave. Je conserve généralement seulement 1 000 ou 2 000 francs en espèces, et uniquement pour les rares situations où le paiement mobile n’est pas accepté.
Honnêtement, il m’arrive de passer deux, voire trois semaines sans manipuler un seul billet physique. Tout est stocké et géré numériquement via Wave, ce qui me permet de suivre mes transactions de manière efficace et sécurisée, sans dépendre du cash. Cette expérience illustre à quel point la digitalisation des paiements transforme notre rapport à l’argent et la manière dont nous gérons nos finances au quotidien.",WAVE
38,"Merci de Wave ne doit pas finir
. Ils nous ont trop facilité la tâche",WAVE
39,toujours au,WAVE
40,"Vraiment , mon business marche bien c'est grâce a
Wave Côte d'Ivoire
, avant ya pas monnaie ton client s'en va a cause de la monnaie , aujourd'hui c'est différent wave",WAVE
41,En ce moment ont n’arrive pas à joindre le service client alors régler le soucis,WAVE
42,Wave toujours,WAVE
43,"Wave ,on veut prêt aussi svp !!!
Cadeaux,50,100 si c'est trop 250.
Desserrez un peu",WAVE
44,Wave surper,WAVE
45,"Bonjour Wave, est ce que c’est vous qui êtes à l’origine de ce Jeu ??
Je reçois des invitation de tout mes contacts pour m’y inscrire",WAVE
46,"A cause de wave même pour faire retrait, tout le monde est devenu paresseux je
Peu scanner",WAVE
47,Qu'est-ce que vous attendez pour s'installer au Gabon et dans tous les autres pays de l'Afrique de l'Ouest.,WAVE
48,"Avec Wave, je dors sans problème.
Wave Côte d'Ivoire",WAVE
49,"Octobre rose
Novembre bleu
Décembre wave
Wave Côte d'Ivoire",WAVE
50,"Et scanné pour retirer tu va dire quoi alors ???
Wave Côte d'Ivoire
prend une 66 je paye",WAVE
51,"Wave Côte d'Ivoire , si j'étais une go, j'allais te donner au moin un coup pour cette innovation.",WAVE
52,50f 50f Sorman Hé Tchai,WAVE
53,"Vous là 3 fois de suite hein. 3 fois de suite
arrangez vous bon cadeau va sortir la prochaine fois sinon vous n'allez pas aimer mon mauvais côté",WAVE
54,En mode boss même,WAVE
55,"Je demande comment
Wave Côte d'Ivoire
gagne l’argent même ??
Parce que tout est gratuit avec eux !!!!",WAVE
56,"Vous aussi des wave
côté cadeau la revoyez sa svp",WAVE
57,"Affaire de bonus 100k ou 10k là ,
Wave Côte d'Ivoire
en dois rentrer dans secte pour avoir ça",WAVE
58,"Même les vendeurs d’arachide et bananes braisées ont
Wave Côte d'Ivoire
…",WAVE
59,Wave Côte d'Ivoire,WAVE
60,"Même bougie
ibé ka scanner",WAVE
61,J’adore Wave.j’ai reçu bonus 10000f le samedi.imagine un peu comment j’ai ……….,WAVE
62,"Des personnes malveillantes utilisent l'identité de wave pour piéger vos clients.
Veuillez faire un post pour sensibiliser les utilisateurs et aussi informer la plcc pour éviter tout désagrément.
Wave Côte d'Ivoire",WAVE
63,Quand je ne veux pas entendre ya pas monnaie je scanne tranquillement,WAVE
64,"J'ai fais mes achats à la boutique 2900 je donne 5000 il me donne monaie ko ya pas 100f.
J'ai sorti mon wave, faut scanner. J'ai reçu mes 100f au calme.",WAVE
65,On arrive pas à recharger nos compteur prépayé CIE,WAVE
66,Et si tu na pas connexion ?,WAVE
67,Franchement,WAVE
68,"J'voulais payer avec WAVE dernièrement, mais les vendeurs m'ont demandé d'ajouter les frais parceque WAVE prends les frais maintenant",WAVE
69,Wave moi je veux un prêt sur wave,WAVE
70,Quand est-ce que wave banque ouvre ses portes ?,WAVE
71,Songez aux sim wave pour concurrencer internet avec ces géants qui nous grugent ils sont trop chers. Vous pouvez faire par exemple 1Go a 100frs,WAVE
72,Eh wave Mercie infiniment pour toutes la délivrance,WAVE
73,C’est quand vous allez lancer près sur Wave,WAVE
74,"Wave Côte d'Ivoire
qui est ce qu'on appelle un MARCHAND OPENER WAVE?? svp répondez",WAVE
75,"Ya plus affaires de pourboire aux gérants oh,djo donne moi ton wave je vais scanner
. Avec wave les affaires vont chap chap.",WAVE
76,"Je veux savoir si c’est vraiment vous a la tête de ça ou que c’est une arnaque ?
Ça fait la 20e personne qui m’envoie ce lien….",WAVE
77,50 f 100f je reçois la vas me fais giflé un boutiquier hein par ce que quand moi je gagne je dit merci au boutiquier mais depuis sa change pas Yf,WAVE
78,On attend association avec la banque BOA svp,WAVE
79,"Cette semaine j'ai fait quelques chose après je m'assois et je rie seul
J'avais pas encore ma carte prépayée wave donc j'ai créé djam..... a pêne je fini je valide le compte on me livre ma ma carte nette je veux rentré dans wave pour recharger le compte djam... que je vois une carte je dit attends que voi-je j'ai desinstaller l'autre chap n'a wave tu est venu tout gatte dans pays la",WAVE
80,"Wave Côte d'Ivoire
mon combat",WAVE
81,"Wave Côte d'Ivoire
vous voyez des gens comme ça
c’est moi ils veulent voler",WAVE
82,Ya un j'ai vu qui a collé wave sur son wottro tellement les gars l'ont mal traumatisée dans crédit de soulevé bagage de placali où j'ai pas monnaie,WAVE
83,"J’ai cru que en gardant mon djê sur wave mon djê était calé en sécurité alors la c’est le contraire
Petite chose nette je peux payé par wave ? Dans oh ton djê qui était calé ce decale chap chap
Mais on laisse pas parce que ça aussi les avantages ta monnaie reste pas quelque part",WAVE
84,Bravo à vous,WAVE
85,"Wave Côte d'Ivoire
à vie",WAVE
86,Franchement sa facilite tellement,WAVE
87,"Même ton achat est tracé en cas de problèmes, tu peux tjrs appeler le numéro sur lequel tu fais le dépôt de payement par wave. Merci
Wave Côte d'Ivoire",WAVE
88,Toujours au top,WAVE
89,Merci les anges,WAVE
90,"On veut la puce wave svp ,sinon je vais porter plainte contre vous",WAVE
91,Vraiment dêh on se casse plus la tête,WAVE
92,Mais vous avez quel problème avec moi depuis là mes cadeaux n’avance plus et pourtant je paye toujours par Wave au super marché c’est comment,WAVE
93,Merci Wave Chou,WAVE
94,"Wave Côte d'Ivoire
Pourquoi vous ne travaillez pas au Togo aussi comme les autres pays de la CEDEAO. Svp venez installé pour nous faciliter la tâche aussi.
on serait ravi de vous avoir pardonner",WAVE
95,Moi je veux travail a wave,WAVE
96,"Wave l'argent est fini dans cadeau ou bien
sa fait 4 fois pas de chance",WAVE
97,Wave la carte VISA commence à rendre les choses encore plus intéressantes.,WAVE
98,Les caisses on problème dans notre main désormais,WAVE
99,"WAVE ENVOYÉ VOS AGENT DANS LES QUARTIERS TEL QUE YOPOUGON SICOGI ZION ET BIEN D'AUTRES ...IL Y A DES BOUTIQUIER QUI DEMANDE FRAIS(100) ET QUAND TU DIS TU N'AS PAS IL REFUSE DE FAIT LE RETRAIT EN TE DISANT YA PAS MONAIE (WAVE EST LE MEILLEUR
)",WAVE
100,Wavechoux,WAVE
101,Vous êtes sûr! Hum,WAVE
102,Avec wave ces sans monnaie hein,WAVE
103,"Même bonbon bomba 25f, je scanne. La fois dernière à la pharmacie, pour manques de 3f j'ai scanné
je force plus",WAVE
104,Jai scanner 100f pour couper mon loto epui sa fai choco pour maitre desu encore,WAVE
105,"Je n'arrive pas à rechange ma carte cmu par wave
vous pouvez me donner plus de détails svp",WAVE
106,En Un seul clic,WAVE
107,"Avec
Wave Côte d'Ivoire
la vie est plus facile",WAVE
108,"À cause de wave j'ai oublié que j'ai autre compte
vraiment merci à vous",WAVE
109,Même mooro reste plus au supermarché,WAVE
110,"Le pingouin
a facilité la vie.",WAVE
111,Depuis puissance mois,WAVE
112,À quand la carte physique,WAVE
113,"Wave super, la vie est belle et simple.",WAVE
114,Vraiment c'est la puce wave j' attends,WAVE
115,Vraiment wave rien à dire parfait,WAVE
116,"A quand le partenariat avec la
Bridge Bank Group Côte d'Ivoire",WAVE
117,"Wave Côte d'Ivoire
en tout cas wave c'est le meilleur j'attends toujours ma surprise pour le cadeau hein",WAVE
118,Yango peut plus prendre nos 100f 100f scann yai quitter ici ...qd tu fais ça le gar te regarde mal ..ah ça fait mal?,WAVE
119,"Les gens disent le pays es devenu dure qu'il ramasse plus l'argent par terre , je leurs es dis depuis l'arrivée de WAVE on ce promene plus avec l'argent .
Adjamé-yopougon je paye avec wave",WAVE
120,Svp comment on utilise la carte Visa wave svp,WAVE
121,"Votre affaire de sans frais là, ce n’est pas vrai. Vous avez faciliter les transactions on le reconnaît mais pardon ton affaire de sans frais là c’est DOHIIIIIIIIII.",WAVE
122,Comment voir des transactions d'un à deux années en arrière ?,WAVE
123,Merci pour cette innovation! Vous avez élevez le niveau.,WAVE
124,"Quand mon wave
est vide",WAVE
125,La vieille a déposé dedans,WAVE
126,"Effectivement, c'est côté gratter là que nous autres n'avons pas loque",WAVE
127,"Depuis là je cherche option où prend crédit là, je trouve pas",WAVE
128,"Je finis de manger mon garba chez OUMAR GARBA. Je lève légèrement la tête je voir QR. y'a comment je deviens boss
.",WAVE
129,C'est possible d'avoir la carte prépayée virtuel pour faire le retrait au guichet.,WAVE
130,Pour Nou soit 50 ou 100 fr kessia,WAVE
131,Hier j'ai eu 10 k,WAVE
132,Pour moi c’est 36frs ils m’ont donné et Wave me propose d’aller payer essence alors que j’ai même pas vélo pour dire…….voir plus,WAVE
133,"Wave Côte d'Ivoire
mes genoux sont à terre 50f là je suis fatigué de ça",WAVE
134,"Wave Côte d'Ivoire
depuis votre arrivée l'homme ramasse plus l'argent hein kesia",WAVE
135,Wave mouvement de prêt là c'est cmmt souvent c'est gâté hein Banque est Mal babier dans coupé sur jeton de l'homme faites chap,WAVE
136,"Tout ça c'est du flan .le pire dans ça on te donne réduction de 1000f sur achat de carburant alors que l'homme n'a même pas vélo pour dire voiture ,et on peut pas utiliser,et wave coupe .quel gâchis",WAVE
137,"Épuis Ya nous autres là, c'est 50,100,250f yfr",WAVE
138,Fhummmm depuis un moment c'est 100 ou 50 malgré le lourd montant qu'on paye. Walahi je n'ai pas aimé,WAVE
139,Bonjour wave ci j'aimerais avoir les informations sur les ouvertures de local de dépôt retraite wave,WAVE
140,Toujours c’est pour dire que j’ai pas la chance aujourd’hui,WAVE
141,"Wave Côte d'Ivoire
Vous faites semblant de ne pas voir mes post non Yafor je dis côté cadeau de mon application désactivé vos cadeau la j’en est plus besoin",WAVE
142,"Moi c'est les 100f seulement
Pkaaa",WAVE
143,Vous allez me tuer avec 50frs tchieee je vous ai faire quoi ???,WAVE
144,Tchiaa moi ses 50 ou carburant 250 ehh,WAVE
145,Moi j'avais reçu togo je dis c'est petit. Après ils m'ont donné 2 grô tchai. On dirait celui qui envoie pour moi là c'est un agni hein,WAVE
146,En vrai c’est nous on a pas chance oh sinon c’est 50 50 seulement je gagne ah,WAVE
147,"Quant ont nous donne 50 f tu parle ils te répond Les gains sont attribués de façon aléatoire.
Mais depuis la jamais alétoi aussi chez moi",WAVE
148,Lui là il ment !,WAVE
149,Un jour je vais renvoyer vos 50f la ooohh,WAVE
150,"Comment bénéficier de ces kdo, 1er, j'ai eu mil francs, après 50, ... Souvent nada. Et je ne vois pas mes kdo. Cmt faire ?",WAVE
151,"Wave Côte d'Ivoire
moi c'est 50 seulement je ne sais même pas ce que je vous ai fait
ehh Sciencez aussi",WAVE
152,200f 100f 500f j'obtiens mais je vois rien,WAVE
153,Wave mon combat,WAVE
154,2 grô 2 grô seulement,WAVE
155,Pingouin pourquoi prends-tu pas le pay. .. marchand des betclicet 1xbet en contre pour les récompenses aléatoires ?,WAVE
156,À chaque fois j'effectue des achats avec mon wave je reçois jamais cadeau,WAVE
157,"Nous c'est 100f ,250f sur prochaine commande au resto ou 1000f pour prochain achat de carburant alors moto Même je n'ai pas. Pfff à quand ma grande victoire",WAVE
158,"Les gens font des transactions de millions avec
Wave Côte d'Ivoire
ils gagnent millions, toi tu vas acheter sel 50 tu veux millions
tu est comment même , Celui qui sème beaucoup moissonera beaucoup, celui qui sème peu moissonera peu",WAVE
159,Moi c'est 50f je gagne,WAVE
160,"Mais attends je voir les gens se plaignent 50f 100f 250f mais et nous 0,0 %",WAVE
161,"Et nous qui recevons 50f ,250f ou pas de chance",WAVE
162,"Wave , pour le bonheur du peuple !!",WAVE
163,J'ai eu 1000f,WAVE
164,Moj meme trois fois de suite on me dit pas de chance,WAVE
165,Wave quels sont c'est frais d'abonnement de canal là,WAVE
166,Wave numéro 1,WAVE
167,Merci beaucoup à vous cher clients,WAVE
168,"Pendant ce temps nous on reçoit les 50 , les bonus sur carburant pourtant on n'a pas encore voiture",WAVE
169,Je vais faire disstrack sur vous hein wave cote d'ivoire,WAVE
170,C'est 50F que je reçois maintenant,WAVE
171,"Demain c’est mon anniversaire oh
Wave Côte d'Ivoire",WAVE
172,Ça seulement c'est dôhi tchai,WAVE
173,"Je vais faire distrack sur vous oh à cause de 50f l'homme reçoit beaucoup là
Wave Côte d'Ivoire
avec l'aide de
MTN Côte d'Ivoire",WAVE
174,Toujours moi c'est 100 f que je reçois pardonnez envoyé moi aussi 1000f un jour .,WAVE
175,Mon plus gros cadeau c'est 1000.f. Actuellement c'est trop 250f 100f 50f,WAVE
176,"Vous triez les numéros pour donner les cadeaux ou bien c'est comment ?
Toujours 50, 100f",WAVE
177,"Wave Côte d'Ivoire
je vais au studio comme ça pour faire Disstrack sur vous
la fête approche et vous ne nous donnez pas emprunt comme les autres",WAVE
178,Ehhh aléatoire la aussi hein,WAVE
179,"Nous autres pas de chance
Wave Côte d'Ivoire
vous offres 50fr, 100fr à cause de vous le boutiquier se plein de moi",WAVE
180,Et y’a nous on gagne que les 50,WAVE
181,Puis-je voir des transactions de plus de deux années ?,WAVE
182,"Wave Côte d'Ivoire
moi mm je sais wave sort tjrs ds dos",WAVE
183,Moi même depuis 2 mai 2024 il mn donner 500f jusqu'aujourd'hui rien wave koi,WAVE
